flight_number,date,booster_version,launch_site,payload,payload_mass_kg,orbit,customer,launch_outcome,booster_landing,launch_year,launch_site_code,success_flag
300.0,,"Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]",22.0,"Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the 300th Falcon 9 launch, the 200th consecutive successful landing of a booster, and the first time SpaceX launched three rockets within 24 hours. SpaceX removed the stiffener ring around the nozzle of Merlin Vacuum Engine on Starlink missions starting with this launch.[56]",,Lo2Svmsta5k(moaaio5teicTmmt3F9lt2csloabatftSltrw2hSrtsratnoMVEoSmswtl,0
301.0,2024-02-20 20:11:00,F9 B5 B1067‑17,"Cape Canaveral, SLC‑40",Telkomsat HTS 113BT,4000.0,GTO,Telkom Indonesia,Success,Success (JRTI),2024.0,CCS,1
301.0,,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,58.0,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,Indonesian satellite to provide more capacity over Indonesia.[58] 300th successful Falcon 9 mission.,,IstpmcoI3sF9m,0
302.0,2024-02-23 04:11:00,F9 B5 B1061‑19,"Vandenberg, SLC‑4E",Starlink: Group 7-15 (22 satellites),16700.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
302.0,,"Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]",22.0,"Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]","Launch of 22 Starlink v2 mini satellites to a 525 km (326 mi) orbit at an inclination of 53° to expand internet constellation. This mission marked the second time a booster was flown for the 19th time and featured a Merlin engine that was being used on its 22nd mission beating its own record, having already surpassed Space Shuttle Main Engine no. 2019's record of 19 flights.[60]",,Lo2Svmsta5k(moaaio5teicTmmtstabwfft1tafaMetwbuoi2mbiorhasSSMEn2ro1f,0
303.0,2024-02-25 22:06:00,F9 B5 B1069‑13,"Cape Canaveral, SLC‑40",Starlink: Group 6-39 (24 satellites),17500.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
303.0,,"Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]","Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]","Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]",17500.0,"Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]","Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]","Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]","Launch of 24 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation. New mass record on Falcon 9 taking 17,500 kg (38,600 lb) to low Earth orbit.[62]",,Lo2Svmsta5k(moaaio4teicNmroF9t1k(ltlEo,0
304.0,2024-02-29 15:30:00,F9 B5 B1076‑11,"Cape Canaveral, SLC‑40",Starlink: Group 6-40 (23 satellites),17100.0,LEO,SpaceX,Success,Success (JRTI),2024.0,CCS,1
304.0,,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,23.0,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 530 km (330 mi) orbit at an inclination of 43° to expand internet constellation.,,Lo2Svmsta5k(moaaio4teic,0
305.0,2024-03-04 03:53:00,F9 B5 B1083‑1,"Kennedy, LC‑39A",Crew-8 (Crew Dragon C206-5 Endeavour),13000.0,LEO (ISS),NASA (CTS),Success,Success (LZ‑1),2024.0,KL,1
305.0,,"After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]","After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]","After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]",100.0,"After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]","After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]","After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]","After first six Crew Dragon launches of NASA USCV award, a further three missions for SpaceX were announced on December 3, 2021. These launches carry up to four astronauts and 100 kg (220 lb) of cargo to the ISS as well as feature a lifeboat function to evacuate astronauts from ISS in case of an emergency. SpaceX flew its 50th astronaut on this Crew Dragon launch.[65]",,AfsCDloNUaaftmfSwaoD32Tlcutfaa1k(locttIawafalfteafIicoaeSfi5aotCDl,0
306.0,2024-03-04 22:05:00,F9 B5 B1081‑5,"Vandenberg, SLC‑4E",Transporter-10 (53 payload smallsat rideshare),0.0,SSO,Various,Success,Success (LZ‑4),2024.0,VS,1
306.0,,"Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.","Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.","Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.",1000.0,"Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.","Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.","Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.","Dedicated SmallSat Rideshare mission to sun-synchronous orbit including the 1,000th satellite of SpaceX rideshare program.[67][68] Third time a second stage featured Falcon medium coast mission-extension kit.",,DSRmtsoit1soSrpTtassfFmcmk,0
